8/5/2018;" 13,477.90 "
8/6/2018;" 12,522.84 "
8/7/2018;" 8,122.78 "
8/8/2018;" 2,542.94 "
8/9/2018;" 5,328.62 "
8/10/2018;" 12,246.18 "
8/11/2018;" 6,080.16 "
8/12/2018;" 8,077.20 "
8/13/2018;" 1,995.98 "
8/14/2018;" 15,076.38 "
8/15/2018;" 10,490.82 "
8/16/2018;" 5,207.78 "
8/17/2018;" 12,562.06 "
8/18/2018;" 13,736.54 "
8/19/2018;" 9,444.60 "
8/20/2018;" 12,093.54 "
8/21/2018;" 10,298.96 "
8/22/2018;" 13,659.16 "
8/23/2018;" 8,278.60 "
8/24/2018;" 10,594.70 "
8/25/2018;" 5,782.30 "
8/26/2018;" 15,806.72 "
8/27/2018;" 7,312.94 "
8/28/2018;" 11,566.72 "
8/29/2018;" 5,151.60 "
8/30/2018;" 12,947.90 "
8/31/2018;" 10,319.10 "
9/1/2018;" 5,997.48 "
9/2/2018;" 4,353.42 "
9/3/2018;" 15,539.60 "
9/4/2018;" 15,227.96 "
9/5/2018;" 7,575.82 "
9/6/2018;" 1,163.88 "
9/7/2018;" 3,986.66 "
9/8/2018;" 1,954.64 "
9/9/2018;" 13,163.08 "
9/10/2018;" 5,828.94 "
9/11/2018;" 1,018.66 "
9/12/2018;" 14,955.54 "
9/13/2018;" 3,749.22 "
9/14/2018;" 9,443.54 "
9/15/2018;" 3,413.20 "
9/16/2018;" 12,442.28 "
9/17/2018;" 8,358.10 "
9/18/2018;" 8,906.12 "
9/19/2018;" 5,721.88 "
9/20/2018;" 3,516.02 "
9/21/2018;" 9,565.44 "
9/22/2018;" 9,845.28 "
9/23/2018;" 2,707.24 "
9/24/2018;" 5,377.38 "
9/25/2018;" 12,162.44 "
9/26/2018;" 6,919.68 "
9/27/2018;" 5,671.00 "
9/28/2018;" 2,299.14 "
9/29/2018;" 3,816.00 "
9/30/2018;" 14,119.20 "
10/1/2018;" 6,291.10 "
10/2/2018;" 11,814.76 "
10/3/2018;" 13,891.30 "
10/4/2018;" 2,990.26 "
10/5/2018;" 9,993.68 "
10/6/2018;" 12,483.62 "
10/7/2018;" 5,851.20 "
10/8/2018;" 1,891.04 "
10/9/2018;" 15,665.74 "
10/10/2018;" 6,002.78 "
10/11/2018;" 5,614.82 "
10/12/2018;" 13,191.70 "
10/13/2018;" 12,538.74 "
10/14/2018;" 15,826.86 "
10/15/2018;" 15,488.72 "
10/16/2018; 810.90 
10/17/2018; 993.22 
10/18/2018;" 8,852.06 "
10/19/2018;" 8,176.84 "
10/20/2018;" 6,302.76 "
10/21/2018;" 7,516.46 "
10/22/2018;" 7,030.98 "
10/23/2018;" 2,085.02 "
10/24/2018;" 12,347.94 "
10/25/2018;" 14,126.62 "
10/26/2018;" 6,984.34 "
10/27/2018;" 3,316.74 "
10/28/2018;" 14,684.18 "
10/29/2018;" 9,347.08 "
10/30/2018;" 4,814.52 "
10/31/2018;" 2,264.16 "
11/1/2018;" 10,710.24 "
11/2/2018;" 12,835.54 "
11/3/2018;" 12,179.40 "
11/4/2018;" 9,341.78 "
11/5/2018;" 1,646.18 "
11/6/2018;" 5,163.26 "
11/7/2018;" 1,309.10 "
11/8/2018;" 6,652.56 "
11/9/2018;" 9,114.94 "
11/10/2018;" 14,155.24 "
11/11/2018;" 5,934.94 "
11/12/2018;" 15,559.74 "
